unknown system                          
           1
     6.303924    0.000000    0.000000
     0.000000    5.459362    0.000000
     0.000000    0.000000   10.270300
   Ga   N 
  16  16
Direct configuration=     1
   0.25957800  0.16792987  0.26828135
   0.02656758  0.34458787  0.51374351
   0.26519355  0.19518397  0.76760659
   0.02343302  0.35745934  0.00747787
   0.99455196  0.64057300  0.26090669
   0.74802932  0.81949500  0.50977381
   0.01573147  0.67801327  0.76359405
   0.76092447  0.84468292  0.01335891
   0.73763738  0.13265103  0.26452392
   0.51909414  0.33831058  0.51152449
   0.74285001  0.16941539  0.75982493
   0.52347554  0.38144199  0.01521864
   0.48110510  0.66453001  0.26692599
   0.26265862  0.86374559  0.50755771
   0.50100541  0.67857011  0.76224940
   0.26420687  0.88515285  0.00148973
   0.27680219  0.17695474  0.44580879
   0.98988820  0.29010532  0.20255494
   0.27811408  0.21941208  0.95292640
   0.00218911  0.33344188  0.69293594
   0.00169894  0.70177428  0.44620313
   0.74581007  0.80241425  0.20745450
   0.01768581  0.70804242  0.94540958
   0.75038817  0.83605004  0.70030281
   0.76628303  0.15675641  0.45663028
   0.49897175  0.33283925  0.20679435
   0.76819613  0.18848356  0.94846304
   0.50847377  0.34981559  0.69686475
   0.49477595  0.67459895  0.45579779
   0.23519636  0.84354176  0.20764827
   0.50930976  0.70194280  0.94157133
   0.26080581  0.85467676  0.69779559
